id,badge_id,name,role,status,noga,nogaCode
"121306","168","Frenziek AG","single member of the board of directors","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"202090","168","MHN-AG Baugesellschaft zum Stein","single member of the board of directors","active","Management of real estate on a fee or contract basis","L"
"675089","168","Mahr AG","member","active","Wholesale of other machinery and equipment","G"
"722655","168","Kolmar Group AG","member","active","Wholesale of solid, liquid and gaseous fuels and related products","G"
"6790803","168","R.R.E. Immo AG","member","active","Development of building projects","F"
"786744","168","Och Holding AG","vice-president","active","Activities of head offices of other companies","M"
"813298","168","Burwill Commodities AG","vice-president","active","Non-specialised wholesale trade","G"
"4080626","168","ASSOCIATION ROMANDE DES INTERMEDIAIRES FINANCIERS (ARIF)","vice-president","active","Other interest groups","S"
"6311301","168","Forum Schweizer Selbstregulierungsorganisationen (Forum-SRO)","vice-president","active","Other interest groups","S"
"101713","168","Elinex Holding AG","single member of the board of directors","active","Activities of other holding companies","K"
"569177","168","Eltan Holding AG","president of the board of directors","active","Activities of other holding companies","K"
"577340","168","Tramondo AG","president of the board of directors","active","Accounting, bookkeeping and auditing activities; tax consultancy","M"
"4280390","168","Eltaver AG","president of the board of directors","active","Fund management activities","K"
"5860603","168","Eurogold Invest AG","president of the board of directors","active","Buying and selling of own real estate","L"
"5598721","168","Institut für Sicherheitsanalysen und strategisches Networking - Stiftung (ISSN)","president","active","Cultural, education, scientific and research organisations","S"
"6390419","83","Fondation equal-salary","member","active","Other interest groups","S"
"5084217","83","Banque Cantonale du Valais, succursale de Monthey","member","active","Cantonal banks","K"
"5084348","83","Banque Cantonale du Valais, succursale de Martigny","member","active","Cantonal banks","K"
"5085478","83","Walliser Kantonalbank","member","active","Cantonal banks","K"
"5085479","83","Walliser Kantonalbank","member","active","Cantonal banks","K"
"5243952","83","Implenia AG","member","active","Investment intermediation","K"
"134808","83","Les Domaines de Robert Gilliard SA","member","active","Growing of grapes","A"
"268030","83","Schweizerische Stiftung für die Erforschung der Muskelkrankheiten","member","active","Healthcare organisations","S"
"395415","83","Fondation Louis Moret","member","active","Cultural, education, scientific and research organisations","S"
"4120234","83","Banque Cantonale du Valais, succursale de Sierre","member","active","Cantonal banks","K"
"4121125","83","Banque Cantonale du Valais, succursale de Sion","member","active","Cantonal banks","K"
"362987","83","VAUDOISE ASSURANCES HOLDING SA","vice-president","active","Activities of other holding companies","K"
"1590","83","Banque cantonale du Valais","member","active","Cantonal banks","K"
"12237","83","OLF SA","member","active","Wholesale of stationery, books and newspapers","G"
"22927","83","Robert Gilliard SA Vins","member","active","Manufacture of wine from grape","C"
"116469","83","Fondation Leenaards","member","active","Charitable institutions","Q"
"115182","83","Fondation de financement de la Caisse de pension VAUDOISE ASSURANCES","president","active","Pension funding","K"
"217172","83","Caisse de pension VAUDOISE ASSURANCES","president","active","Pension funding","K"
"17746","83","VAUDOISE GENERALE, Compagnie d'Assurances SA","vice-president","active","Accident and indemnity insurance","K"
"17747","83","VAUDOISE VIE, Compagnie d'Assurances SA","vice-president","active","Accident and indemnity insurance","K"
"352772","83","MUTUELLE VAUDOISE, Société Coopérative","vice-president","active","Health insurance","K"
"7236043","145","SHI Swiss Hotels Investments S.A.","member","active","Activities of other holding companies","K"
"6435542","145","Raymond Loretan","holder","active","Advertising agencies","M"
"4923606","145","Vins des Chevaliers SA","vice-president","active","Growing of grapes","A"
"275628","145","Klinik Pyramide am See AG","member","active","Special clinics","Q"
"799547","145","CENTRE HENRY DUNANT POUR LE DIALOGUE HUMANITAIRE","member","active","Cultural, education, scientific and research organisations","S"
"5862926","145","Klinik Pyramide am See AG, Zweigniederlassung","member","active","Special clinics","Q"
"7072960","145","GSMN Neuchâtel SA","member","active","Specialists medical practice activities","Q"
"133643","145","AEVIS Holding SA","vice-president","active","Special clinics","Q"
"239537","145","Privatklinik Obach AG","vice-president","active","General care hospitals","Q"
"310957","145","Ars Medica Clinic SA","vice-president","active","Special clinics","Q"
"542095","145","Clinique médico-chirurgicale de Valère SA","vice-president","active","General care hospitals","Q"
"646222","145","Salus Medica Clinic SA","vice-president","active","General care hospitals","Q"
"709826","145","SRF Schweizer Radio und Fernsehen, Zweigniederlassung der Schweizerischen Radio- und Fernsehgesellschaft","president","active","Television programming and broadcasting activities","J"
"713217","145","RTS Radio Télévision Suisse, succursale de la Société suisse de radiodiffusion et télévision","president","active","Television programming and broadcasting activities","J"
"759168","145","RSI Radiotelevisione svizzera di lingua italiana, succursale della Società svizzera di radiotelevisione","president","active","Television programming and broadcasting activities","J"
"816423","145","RTR Radiotelevisiun Svizra Rumantscha, succursala da la Societad svizra da radio e televisiun","president","active","Television programming and broadcasting activities","J"
"79832","145","Clinique Générale - Ste-Anne SA","vice-president","active","General care hospitals","Q"
"115376","145","FONDATION DE PREVOYANCE GENOLIER SWISS MEDICAL NETWORK","president","active","Pension funding","K"
"116690","145","Fondation patronale de la Société Suisse des Explosifs","president","active","Pension funding","K"
"161526","145","Institut de Médecine de Genolier","president","active","Medical laboratories","Q"
"646899","145","Schweizerische Radio- und Fernsehgesellschaft","president","active","Television programming and broadcasting activities","J"
"680731","145","Schweizerische Radio- und Fernsehgesellschaft, Zweigniederlassung swissinfo","president","active","Television programming and broadcasting activities","J"
"311905","145","Valsynthese SA","president of the board of directors","active","Other research and experimental development on natural sciences and engineering","M"
"711243","145","Publications Financières LSI SA","president of the board of directors","active","Publishing of journals and periodicals","J"
"795853","145","GSMN Zürich AG","president of the board of directors","active","General care hospitals","Q"
"6262881","145","Les Hauts de Genolier SA","president of the board of directors","active","Residential nursing care activities","Q"
"6965730","145","Genolier Swiss Medical Network SA","president of the board of directors","active","Activities of other holding companies","K"
"3485","145","GSMN Vaud SA","president of the board of directors","active","Special clinics","Q"
"15672","145","Société Suisse des Explosifs SA","president of the board of directors","active","Manufacture of explosives","C"
"224525","145","Centre Médico-Chirurgical des Eaux-Vives SA","president of the board of directors","active","General medical practice activities","Q"
"239539","145","Klinik Villa im Park AG","president of the board of directors","active","Special clinics","Q"
"305387","145","SSE Finance SA","president of the board of directors","active","Fund management activities","K"
"6984106","229","Emch+Berger AG Bern, Zweigniederlassung Biel/Bienne","member","active","Construction engineering","M"
"7064698","229","Hayoz GmbH","associate","active","Business and other management consultancy activities","M"
"5746627","229","INTRAS Assurance-maladie SA","member","active","Health insurance","K"
"5927280","229","Sanagate AG","member","active","Health insurance","K"
"6277031","229","Stiftung Bärenpark Bern","member","active","Other interest groups","S"
"6364165","229","Emch + Berger AG Bern, Zweigniederlassung Brig-Glis","member","active","Construction engineering","M"
"6711666","229","Emch + Berger AG Gesamtplanung Hochbau, succursale de Lausanne","member","active","Construction engineering","M"
"5042617","229","BSC Young Boys Betriebs AG","member","active","Activities of sport clubs","R"
"5127150","229","Burckhardt + Partner AG, Architekten Generalplaner","member","active","Architects","M"
"5195693","229","Burckhardt + Partner AG, Architekten Generalplaner","member","active","Architects","M"
"5443936","229","Stadtbauten Bern","member","active","Letting of own or leased buildings and dwellings","L"
"5565060","229","Schweizerische Exportrisikoversicherung","member","active","Accident and indemnity insurance","K"
"4679213","229","tk3 SA, succursale de Carouge","member","active","Architects","M"
"4798198","229","CSS Kranken-Versicherung AG","member","active","Health insurance","K"
"4975118","229","CSS Holding AG","member","active","Investment intermediation","K"
"4982160","229","Sport und Event Holding AG","member","active","Activities of other holding companies","K"
"4988911","229","Arcosana AG","member","active","Health insurance","K"
"746082","229","Emch + Berger AG Bern","member","active","Construction engineering","M"
"832616","229","tk3 AG, Zweigniederlassung Zürich","member","active","Architects","M"
"4148527","229","INTRAS Assurance SA","member","active","Accident and indemnity insurance","K"
"4469134","229","tk3 SA, succursale de Lausanne","member","active","Architects","M"
"4559356","229","Stade de Suisse Wankdorf Nationalstadion AG","member","active","Operation of sports facilities","R"
"394367","229","Stiftung Diaconis","member","active","Residential nursing care activities","Q"
"567608","229","CSS Versicherung AG","member","active","Health insurance","K"
"652694","229","CSS Verein","member","active","Healthcare organisations","S"
"674653","229","tk3 AG","member","active","Architects","M"
"682232","229","Burckhardt + Partner AG, Architekten Generalplaner, Zweigniederlassung mit Sitz in Bern","member","active","Architects","M"
"6952","229","Grosse Schanze AG","member","active","Management of real estate on a fee or contract basis","L"
"8464","229","Emch+Berger AG Bern","member","active","Construction engineering","M"
"46748","229","BAND-GENOSSENSCHAFT","member","active","Mechanical workshops","C"
"67731","229","Burckhardt + Partner AG, Architekten Generalplaner","member","active","Architects","M"
"67733","229","Burckhardt + Partner AG, Architekten Generalplaner","member","active","Architects","M"
